"","datetime","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"dtime.19889","2006-4-8 18:00:00",49,46,43,52,44,52,45,50,43,51,45
"dtime.19890","2006-4-8 19:00:00",49,45,43,50,44,49,44,48,43,49,44
"dtime.19891","2006-4-8 20:00:00",48,43,42,50,43,48,43,48,41,48,43
"dtime.19892","2006-4-8 21:00:00",47,42,41,48,42,47,43,46,41,47,42
"dtime.19893","2006-4-8 22:00:00",47,41,40,48,41,45,43,45,41,45,40
"dtime.19894","2006-4-8 23:00:00",46,40,40,45,42,44,42,43,41,44,38
"dtime.19895","2006-4-8 24:00:00",44,40,40,45,41,43,42,42,38,43,36
"dtime.19896","2006-4-9 1:00:00",43,38,39,43,40,41,41,41,37,42,35
"dtime.19897","2006-4-9 2:00:00",43,36,40,42,41,39,40,42,37,41,36
"dtime.19898","2006-4-9 3:00:00",42,33,38,41,42,39,39,42,36,41,35
"dtime.19899","2006-4-9 4:00:00",42,33,38,40,42,39,39,41,36,40,36
"dtime.19900","2006-4-9 5:00:00",41,31,38,40,41,38,37,42,36,39,34
"dtime.19901","2006-4-9 6:00:00",43,30,38,40,39,38,36,39,34,38,33
"dtime.19902","2006-4-9 7:00:00",43,30,37,41,38,36,36,37,34,35,33
"dtime.19903","2006-4-9 8:00:00",43,35,37,41,39,39,37,39,36,39,35
"dtime.19904","2006-4-9 9:00:00",45,39,38,43,40,43,40,42,39,43,38
"dtime.19905","2006-4-9 10:00:00",46,41,41,45,43,46,45,45,42,47,41
"dtime.19906","2006-4-9 11:00:00",47,43,45,48,46,48,46,48,44,48,43
"dtime.19907","2006-4-9 12:00:00",51,48,48,52,49,52,52,51,47,52,47
"dtime.19908","2006-4-9 13:00:00",53,50,51,53,51,54,54,53,50,54,49
"dtime.19909","2006-4-9 14:00:00",54,52,53,54,53,55,55,55,53,55,52
"dtime.19910","2006-4-9 15:00:00",54,54,53,56,55,57,57,56,54,57,54
"dtime.19911","2006-4-9 16:00:00",54,55,54,57,56,57,57,57,55,58,55
"dtime.19912","2006-4-9 17:00:00",54,57,55,58,56,59,56,58,55,60,57
"dtime.19913","2006-4-9 18:00:00",53,57,55,56,56,59,57,57,55,59,57
"dtime.19914","2006-4-9 19:00:00",53,55,53,55,53,57,55,56,54,58,55
"dtime.19915","2006-4-9 20:00:00",50,50,48,48,49,49,51,50,49,52,52
"dtime.19916","2006-4-9 21:00:00",47,42,41,42,44,44,46,40,43,45,44
"dtime.19917","2006-4-9 22:00:00",43,41,40,39,43,41,42,39,39,41,41
"dtime.19918","2006-4-9 23:00:00",40,39,36,37,41,39,40,36,37,38,40
"dtime.19919","2006-4-9 24:00:00",40,36,35,35,39,39,38,34,36,37,36
"dtime.19920","2006-4-10 1:00:00",38,34,32,35,37,35,37,32,34,35,36
"dtime.19921","2006-4-10 2:00:00",38,34,31,34,35,36,37,33,33,35,34
"dtime.19922","2006-4-10 3:00:00",37,33,30,33,36,34,35,30,33,32,34
"dtime.19923","2006-4-10 4:00:00",37,32,31,32,36,34,35,30,31,32,33
"dtime.19924","2006-4-10 5:00:00",35,31,29,32,35,33,34,30,31,32,32
"dtime.19925","2006-4-10 6:00:00",37,30,30,32,35,33,32,30,32,32,32
"dtime.19926","2006-4-10 7:00:00",37,30,30,31,36,33,33,30,32,32,30
"dtime.19927","2006-4-10 8:00:00",46,33,36,40,43,36,38,36,36,35,34
"dtime.19928","2006-4-10 9:00:00",53,44,46,47,50,49,47,47,47,48,41
"dtime.19929","2006-4-10 10:00:00",56,49,53,54,53,55,55,54,52,55,46
"dtime.19930","2006-4-10 11:00:00",58,53,55,58,57,58,61,58,56,58,53
"dtime.19931","2006-4-10 12:00:00",60,57,57,61,58,60,62,62,58,61,56
"dtime.19932","2006-4-10 13:00:00",62,59,59,63,61,62,64,63,60,63,59
"dtime.19933","2006-4-10 14:00:00",62,62,61,64,63,64,65,65,62,65,62
"dtime.19934","2006-4-10 15:00:00",62,63,62,66,63,66,68,66,65,67,63
"dtime.19935","2006-4-10 16:00:00",63,65,62,67,62,67,68,69,65,68,65
"dtime.19936","2006-4-10 17:00:00",61,66,60,66,60,66,66,68,64,68,68
"dtime.19937","2006-4-10 18:00:00",60,66,59,66,58,66,68,67,65,67,68
"dtime.19938","2006-4-10 19:00:00",56,64,57,64,55,64,66,65,64,65,65
"dtime.19939","2006-4-10 20:00:00",53,57,49,58,50,56,61,54,60,56,61
"dtime.19940","2006-4-10 21:00:00",49,51,48,55,49,51,57,50,52,52,55
"dtime.19941","2006-4-10 22:00:00",49,48,44,53,46,48,53,48,49,48,47
"dtime.19942","2006-4-10 23:00:00",47,48,40,48,46,50,50,51,46,49,44
"dtime.19943","2006-4-10 24:00:00",46,46,39,47,45,49,49,51,44,48,43
"dtime.19944","2006-4-11 1:00:00",44,43,38,45,43,46,47,47,43,45,41
"dtime.19945","2006-4-11 2:00:00",42,40,34,41,43,43,46,44,41,43,39
"dtime.19946","2006-4-11 3:00:00",40,39,34,39,42,42,46,40,40,41,37
"dtime.19947","2006-4-11 4:00:00",40,38,33,37,41,41,45,36,39,40,37
"dtime.19948","2006-4-11 5:00:00",40,37,32,37,38,39,43,36,38,39,36
"dtime.19949","2006-4-11 6:00:00",40,38,32,36,38,40,41,36,37,39,35
"dtime.19950","2006-4-11 7:00:00",40,38,31,36,38,39,42,34,38,37,35
"dtime.19951","2006-4-11 8:00:00",48,43,42,42,46,46,46,44,44,45,41
"dtime.19952","2006-4-11 9:00:00",56,49,51,53,55,53,52,53,52,54,49
"dtime.19953","2006-4-11 10:00:00",62,55,57,60,60,59,60,61,58,60,59
"dtime.19954","2006-4-11 11:00:00",64,62,62,64,64,64,65,64,64,65,65
"dtime.19955","2006-4-11 12:00:00",66,68,65,67,67,68,70,68,69,69,70
"dtime.19956","2006-4-11 13:00:00",67,71,67,70,68,71,72,71,72,71,73
"dtime.19957","2006-4-11 14:00:00",68,73,69,71,68,72,74,72,73,73,73
"dtime.19958","2006-4-11 15:00:00",66,75,70,72,69,74,74,73,73,74,76
"dtime.19959","2006-4-11 16:00:00",65,75,68,72,70,74,77,74,76,75,77
"dtime.19960","2006-4-11 17:00:00",64,75,67,72,67,74,75,74,74,75,77
"dtime.19961","2006-4-11 18:00:00",61,74,64,72,64,73,75,72,74,74,76
"dtime.19962","2006-4-11 19:00:00",58,72,60,69,60,72,71,71,72,72,74
"dtime.19963","2006-4-11 20:00:00",55,64,56,62,56,62,66,65,68,66,67
"dtime.19964","2006-4-11 21:00:00",53,60,51,58,54,60,62,60,64,62,64
"dtime.19965","2006-4-11 22:00:00",53,57,48,57,51,59,59,60,62,60,60
"dtime.19966","2006-4-11 23:00:00",53,55,46,56,49,57,57,58,59,59,59
"dtime.19967","2006-4-11 24:00:00",53,55,46,54,49,56,55,56,55,58,55
"dtime.19968","2006-4-12 1:00:00",53,54,46,51,48,54,54,54,53,55,57
"dtime.19969","2006-4-12 2:00:00",52,52,45,49,48,51,52,51,52,53,56
"dtime.19970","2006-4-12 3:00:00",53,52,44,47,49,49,52,51,52,52,53
"dtime.19971","2006-4-12 4:00:00",53,52,44,47,49,49,52,51,51,51,52
"dtime.19972","2006-4-12 5:00:00",53,49,44,47,49,46,52,49,49,48,50
"dtime.19973","2006-4-12 6:00:00",51,47,43,46,47,44,51,47,50,46,47
"dtime.19974","2006-4-12 7:00:00",53,48,45,45,48,46,49,44,47,46,46
"dtime.19975","2006-4-12 8:00:00",56,51,53,53,53,50,55,51,53,52,53
"dtime.19976","2006-4-12 9:00:00",63,55,59,60,60,57,59,60,56,59,59
"dtime.19977","2006-4-12 10:00:00",69,58,63,67,66,61,65,67,62,63,64
"dtime.19978","2006-4-12 11:00:00",71,64,67,70,70,66,70,71,67,67,69
"dtime.19979","2006-4-12 12:00:00",72,67,69,72,73,70,73,71,68,70,69
"dtime.19980","2006-4-12 13:00:00",73,71,71,73,74,72,73,72,71,72,72
"dtime.19981","2006-4-12 14:00:00",72,74,71,72,74,74,74,72,72,73,74
"dtime.19982","2006-4-12 15:00:00",71,73,70,74,73,73,76,74,74,74,74
"dtime.19983","2006-4-12 16:00:00",68,75,68,75,70,73,76,74,74,74,75
"dtime.19984","2006-4-12 17:00:00",67,75,68,74,69,73,75,74,73,74,75
"dtime.19985","2006-4-12 18:00:00",65,75,66,72,67,73,73,73,72,73,75
"dtime.19986","2006-4-12 19:00:00",64,73,63,71,63,72,73,72,72,72,73
"dtime.19987","2006-4-12 20:00:00",64,68,61,68,62,68,71,69,69,69,70
"dtime.19988","2006-4-12 21:00:00",64,67,60,66,60,66,69,66,67,67,69
"dtime.19989","2006-4-12 22:00:00",63,64,60,65,60,63,66,66,65,65,67
"dtime.19990","2006-4-12 23:00:00",63,60,60,64,60,61,66,64,63,63,61
"dtime.19991","2006-4-12 24:00:00",63,61,60,64,60,62,65,64,64,63,60
"dtime.19992","2006-4-13 1:00:00",63,61,60,63,60,61,65,63,63,63,62
"dtime.19993","2006-4-13 2:00:00",63,61,61,61,60,61,63,62,61,62,62
"dtime.19994","2006-4-13 3:00:00",63,59,61,61,62,58,62,62,60,60,63
"dtime.19995","2006-4-13 4:00:00",62,54,61,59,63,57,62,61,61,59,60
"dtime.19996","2006-4-13 5:00:00",62,54,61,58,62,57,61,60,57,58,61
"dtime.19997","2006-4-13 6:00:00",62,53,59,58,62,56,60,60,58,58,56
"dtime.19998","2006-4-13 7:00:00",62,53,59,58,61,56,58,59,55,57,55
"dtime.19999","2006-4-13 8:00:00",62,54,60,61,62,58,61,61,56,59,55
"dtime.20000","2006-4-13 9:00:00",63,58,61,64,62,62,63,63,61,62,61
"dtime.20001","2006-4-13 10:00:00",66,60,62,67,65,64,69,68,66,64,64
"dtime.20002","2006-4-13 11:00:00",68,68,65,71,68,70,72,69,72,70,69
"dtime.20003","2006-4-13 12:00:00",72,72,70,72,72,73,76,74,74,74,74
"dtime.20004","2006-4-13 13:00:00",73,77,73,76,74,78,79,78,77,79,76
"dtime.20005","2006-4-13 14:00:00",78,78,74,79,76,80,81,80,79,80,78
"dtime.20006","2006-4-13 15:00:00",79,79,74,81,77,82,83,81,81,82,79
"dtime.20007","2006-4-13 16:00:00",79,79,74,82,77,82,82,83,81,83,79
"dtime.20008","2006-4-13 17:00:00",71,80,74,82,76,82,81,83,80,83,79
"dtime.20009","2006-4-13 18:00:00",71,78,74,82,76,82,82,83,78,83,78
"dtime.20010","2006-4-13 19:00:00",72,77,71,79,73,81,76,81,73,81,75
"dtime.20011","2006-4-13 20:00:00",65,71,67,74,70,73,70,73,70,73,71
"dtime.20012","2006-4-13 21:00:00",64,64,61,68,65,65,65,69,64,69,65
"dtime.20013","2006-4-13 22:00:00",65,61,55,64,59,63,64,68,61,65,62
"dtime.20014","2006-4-13 23:00:00",64,56,52,65,56,61,62,64,57,64,56
"dtime.20015","2006-4-13 24:00:00",63,57,55,63,54,61,60,62,56,61,59
"dtime.20016","2006-4-14 1:00:00",63,54,56,62,55,59,58,57,57,56,55
"dtime.20017","2006-4-14 2:00:00",61,55,53,60,54,57,56,55,53,56,53
"dtime.20018","2006-4-14 3:00:00",58,53,55,56,52,54,56,54,54,53,53
"dtime.20019","2006-4-14 4:00:00",56,50,51,54,52,52,54,52,51,52,51
"dtime.20020","2006-4-14 5:00:00",56,49,50,55,52,51,52,50,50,50,48
"dtime.20021","2006-4-14 6:00:00",57,49,48,57,50,52,54,54,51,51,50
"dtime.20022","2006-4-14 7:00:00",58,50,48,58,51,52,53,55,52,52,52
"dtime.20023","2006-4-14 8:00:00",61,52,54,59,57,54,56,59,54,54,53
"dtime.20024","2006-4-14 9:00:00",64,56,59,63,59,61,58,62,56,60,56
"dtime.20025","2006-4-14 10:00:00",68,59,63,71,63,67,63,69,61,66,59
"dtime.20026","2006-4-14 11:00:00",72,57,65,74,65,67,68,74,64,67,59
"dtime.20027","2006-4-14 12:00:00",75,57,68,77,68,68,70,75,65,66,60
"dtime.20028","2006-4-14 13:00:00",76,60,69,79,71,67,70,74,65,65,61
"dtime.20029","2006-4-14 14:00:00",79,65,70,79,72,69,70,69,66,67,62
"dtime.20030","2006-4-14 15:00:00",76,68,72,73,73,73,70,66,67,70,65
"dtime.20031","2006-4-14 16:00:00",72,69,71,72,71,74,71,67,71,72,70
"dtime.20032","2006-4-14 17:00:00",76,72,74,74,73,75,74,74,73,76,70
"dtime.20033","2006-4-14 18:00:00",75,75,74,78,74,80,75,78,73,79,71
"dtime.20034","2006-4-14 19:00:00",73,71,71,76,73,76,75,75,73,76,71
"dtime.20035","2006-4-14 20:00:00",70,66,66,70,69,69,73,67,71,69,68
"dtime.20036","2006-4-14 21:00:00",67,63,65,65,67,64,70,62,68,64,66
"dtime.20037","2006-4-14 22:00:00",65,63,64,64,65,63,69,61,69,63,67
"dtime.20038","2006-4-14 23:00:00",64,64,64,62,66,66,68,61,65,66,63
"dtime.20039","2006-4-14 24:00:00",63,63,64,62,67,67,63,64,61,67,62
"dtime.20040","2006-4-15 1:00:00",67,60,64,66,63,63,61,64,59,63,61
"dtime.20041","2006-4-15 2:00:00",65,61,65,63,62,63,60,61,57,62,61
"dtime.20042","2006-4-15 3:00:00",62,60,62,62,60,61,59,59,60,61,61
"dtime.20043","2006-4-15 4:00:00",62,59,60,62,60,60,61,60,61,61,60
"dtime.20044","2006-4-15 5:00:00",61,57,62,59,62,60,61,61,60,62,60
"dtime.20045","2006-4-15 6:00:00",60,59,62,63,62,61,61,61,60,61,60
"dtime.20046","2006-4-15 7:00:00",63,56,61,62,62,59,61,62,60,61,61
"dtime.20047","2006-4-15 8:00:00",63,58,60,62,64,61,61,61,60,61,62
"dtime.20048","2006-4-15 9:00:00",63,62,62,65,63,65,63,65,64,65,66
"dtime.20049","2006-4-15 10:00:00",66,66,65,70,68,70,70,71,68,70,69
"dtime.20050","2006-4-15 11:00:00",72,71,72,75,73,75,74,74,73,75,73
"dtime.20051","2006-4-15 12:00:00",76,75,75,79,77,79,80,78,78,80,75
"dtime.20052","2006-4-15 13:00:00",79,76,77,82,78,80,82,81,79,81,78
"dtime.20053","2006-4-15 14:00:00",81,79,80,84,80,83,83,85,81,83,79
"dtime.20054","2006-4-15 15:00:00",82,79,81,86,80,85,85,87,82,85,81
"dtime.20055","2006-4-15 16:00:00",84,81,82,88,82,86,86,87,81,87,81
"dtime.20056","2006-4-15 17:00:00",79,81,82,88,82,86,81,89,81,87,80
"dtime.20057","2006-4-15 18:00:00",76,81,78,88,81,87,82,88,81,87,79
"dtime.20058","2006-4-15 19:00:00",75,79,76,85,79,84,82,85,80,85,77
"dtime.20059","2006-4-15 20:00:00",68,71,73,77,76,75,77,78,75,77,73
"dtime.20060","2006-4-15 21:00:00",67,67,69,70,72,70,73,73,71,70,70
"dtime.20061","2006-4-15 22:00:00",65,65,67,69,71,66,67,72,65,68,66
"dtime.20062","2006-4-15 23:00:00",64,66,65,67,70,68,64,70,68,68,65
"dtime.20063","2006-4-15 24:00:00",63,60,62,62,69,69,66,62,63,66,61
"dtime.20064","2006-4-16 1:00:00",63,59,62,61,67,67,63,62,59,64,58
"dtime.20065","2006-4-16 2:00:00",61,59,59,60,61,63,61,60,57,62,54
"dtime.20066","2006-4-16 3:00:00",59,57,55,59,60,61,60,57,56,59,59
"dtime.20067","2006-4-16 4:00:00",63,56,54,58,59,60,60,55,56,59,55
"dtime.20068","2006-4-16 5:00:00",63,55,54,56,54,60,60,55,57,60,54
"dtime.20069","2006-4-16 6:00:00",63,54,52,56,53,59,59,56,57,60,53
"dtime.20070","2006-4-16 7:00:00",63,54,49,58,54,61,58,54,55,59,50
"dtime.20071","2006-4-16 8:00:00",64,55,58,63,57,62,59,60,58,62,54
"dtime.20072","2006-4-16 9:00:00",64,56,61,69,60,64,63,66,60,64,56
"dtime.20073","2006-4-16 10:00:00",66,57,62,71,63,64,64,70,60,64,58
"dtime.20074","2006-4-16 11:00:00",67,58,65,71,65,65,65,70,61,63,58
"dtime.20075","2006-4-16 12:00:00",65,60,66,71,67,65,65,65,61,62,61
"dtime.20076","2006-4-16 13:00:00",65,62,67,69,69,65,65,64,64,64,65
"dtime.20077","2006-4-16 14:00:00",63,66,70,72,69,69,69,66,66,67,68
"dtime.20078","2006-4-16 15:00:00",65,71,69,71,70,71,72,70,70,69,71
"dtime.20079","2006-4-16 16:00:00",68,73,68,73,70,73,74,72,72,73,72
"dtime.20080","2006-4-16 17:00:00",69,72,67,74,71,74,75,74,72,74,72
"dtime.20081","2006-4-16 18:00:00",68,72,66,74,69,73,73,73,70,72,72
"dtime.20082","2006-4-16 19:00:00",64,70,65,71,67,72,70,70,68,71,70
"dtime.20083","2006-4-16 20:00:00",61,65,62,68,63,68,67,66,64,67,67
"dtime.20084","2006-4-16 21:00:00",61,63,61,65,59,67,65,64,60,65,63
"dtime.20085","2006-4-16 22:00:00",58,63,60,63,58,64,63,63,59,63,63
"dtime.20086","2006-4-16 23:00:00",57,61,58,62,57,63,62,62,59,63,61
"dtime.20087","2006-4-16 24:00:00",57,60,54,60,55,61,61,60,56,61,61
"dtime.20088","2006-4-17 1:00:00",56,58,52,57,55,60,59,59,54,60,59
"dtime.20089","2006-4-17 2:00:00",56,57,53,57,56,59,61,58,56,58,60
"dtime.20090","2006-4-17 3:00:00",56,57,54,56,55,57,57,57,54,57,59
"dtime.20091","2006-4-17 4:00:00",56,56,54,56,55,57,57,59,54,57,57
"dtime.20092","2006-4-17 5:00:00",56,55,53,58,53,57,55,57,53,57,55
"dtime.20093","2006-4-17 6:00:00",55,54,51,56,53,55,55,56,52,55,54
"dtime.20094","2006-4-17 7:00:00",56,54,51,57,53,55,55,57,51,55,53
"dtime.20095","2006-4-17 8:00:00",56,52,51,59,53,55,55,59,51,55,52
"dtime.20096","2006-4-17 9:00:00",57,52,49,60,53,56,56,59,51,56,52
"dtime.20097","2006-4-17 10:00:00",57,53,49,60,52,58,52,59,50,57,52
"dtime.20098","2006-4-17 11:00:00",57,53,49,60,53,60,50,59,46,59,52
"dtime.20099","2006-4-17 12:00:00",54,53,49,59,53,60,50,57,46,58,52
"dtime.20100","2006-4-17 13:00:00",54,54,50,57,54,60,48,55,46,58,51
"dtime.20101","2006-4-17 14:00:00",54,53,50,54,54,58,48,53,46,56,50
"dtime.20102","2006-4-17 15:00:00",53,51,51,53,55,54,48,51,47,53,49
"dtime.20103","2006-4-17 16:00:00",51,50,53,53,56,52,49,51,47,52,49
"dtime.20104","2006-4-17 17:00:00",52,50,55,53,55,50,51,52,49,50,53
"dtime.20105","2006-4-17 18:00:00",52,51,56,53,55,51,51,52,50,51,53
"dtime.20106","2006-4-17 19:00:00",52,51,53,53,52,51,52,52,52,51,54
"dtime.20107","2006-4-17 20:00:00",49,49,49,53,48,51,49,51,47,51,52
"dtime.20108","2006-4-17 21:00:00",47,47,43,53,45,50,47,51,43,50,46
"dtime.20109","2006-4-17 22:00:00",45,44,40,51,44,49,46,48,43,47,45
"dtime.20110","2006-4-17 23:00:00",45,41,44,50,44,47,45,45,40,44,43
"dtime.20111","2006-4-17 24:00:00",43,40,39,47,44,45,44,41,40,43,41
"dtime.20112","2006-4-18 1:00:00",42,38,42,46,45,43,43,40,40,41,40
"dtime.20113","2006-4-18 2:00:00",42,38,44,45,46,41,43,40,40,40,38
"dtime.20114","2006-4-18 3:00:00",43,37,45,45,44,41,41,39,39,39,38
"dtime.20115","2006-4-18 4:00:00",46,37,42,45,44,39,41,39,44,38,38
"dtime.20116","2006-4-18 5:00:00",44,36,42,44,42,40,43,40,45,38,39
"dtime.20117","2006-4-18 6:00:00",44,35,40,42,44,38,43,37,44,37,39
"dtime.20118","2006-4-18 7:00:00",44,36,44,42,46,38,43,39,44,38,39
"dtime.20119","2006-4-18 8:00:00",52,43,48,44,51,46,48,46,48,46,40
"dtime.20120","2006-4-18 9:00:00",56,47,51,50,53,52,53,52,52,53,43
"dtime.20121","2006-4-18 10:00:00",57,51,54,56,54,56,57,56,55,57,45
"dtime.20122","2006-4-18 11:00:00",59,54,56,60,58,59,61,60,57,60,53
"dtime.20123","2006-4-18 12:00:00",60,58,58,63,60,63,63,63,60,63,57
"dtime.20124","2006-4-18 13:00:00",62,62,61,65,62,65,64,66,62,65,61
"dtime.20125","2006-4-18 14:00:00",62,65,62,67,64,67,66,66,64,67,63
"dtime.20126","2006-4-18 15:00:00",62,66,63,67,67,69,69,69,66,69,66
"dtime.20127","2006-4-18 16:00:00",62,67,65,68,68,69,69,69,66,69,67
"dtime.20128","2006-4-18 17:00:00",62,68,65,68,69,70,68,69,67,70,68
"dtime.20129","2006-4-18 18:00:00",62,69,65,68,68,70,69,69,67,70,69
"dtime.20130","2006-4-18 19:00:00",60,67,63,66,67,69,69,67,66,69,66
"dtime.20131","2006-4-18 20:00:00",55,60,55,58,62,60,63,55,59,60,63
"dtime.20132","2006-4-18 21:00:00",54,54,52,56,60,54,56,55,52,55,55
"dtime.20133","2006-4-18 22:00:00",52,51,53,53,59,52,54,51,50,52,54
"dtime.20134","2006-4-18 23:00:00",50,50,53,51,57,50,51,48,48,49,49
"dtime.20135","2006-4-18 24:00:00",51,47,53,51,56,49,50,46,46,47,47
"dtime.20136","2006-4-19 1:00:00",51,45,53,52,55,47,48,47,44,46,45
"dtime.20137","2006-4-19 2:00:00",53,44,51,50,53,46,48,46,45,46,44
"dtime.20138","2006-4-19 3:00:00",53,43,51,51,54,44,47,45,43,44,44
"dtime.20139","2006-4-19 4:00:00",54,42,49,51,53,44,47,45,43,44,44
"dtime.20140","2006-4-19 5:00:00",53,41,49,47,53,43,46,42,42,42,42
"dtime.20141","2006-4-19 6:00:00",53,41,47,46,52,43,45,41,46,42,41
"dtime.20142","2006-4-19 7:00:00",54,40,50,45,50,42,45,40,45,41,42
"dtime.20143","2006-4-19 8:00:00",58,48,54,52,56,50,50,48,49,49,47
"dtime.20144","2006-4-19 9:00:00",62,53,60,59,62,58,58,57,57,58,53
"dtime.20145","2006-4-19 10:00:00",64,58,62,64,64,66,65,62,62,65,56
"dtime.20146","2006-4-19 11:00:00",66,63,66,69,67,70,67,67,64,69,61
"dtime.20147","2006-4-19 12:00:00",69,68,67,73,68,72,70,71,67,72,64
"dtime.20148","2006-4-19 13:00:00",69,69,69,74,71,73,73,74,70,73,68
"dtime.20149","2006-4-19 14:00:00",70,72,71,76,73,76,75,76,71,75,71
"dtime.20150","2006-4-19 15:00:00",71,73,72,77,74,77,77,78,74,77,72
"dtime.20151","2006-4-19 16:00:00",72,74,73,79,75,77,77,79,74,78,74
"dtime.20152","2006-4-19 17:00:00",73,74,73,79,75,77,76,78,74,78,74
"dtime.20153","2006-4-19 18:00:00",71,75,72,78,75,78,77,78,74,78,74
"dtime.20154","2006-4-19 19:00:00",69,70,71,75,74,73,75,75,73,73,72
"dtime.20155","2006-4-19 20:00:00",64,65,66,67,70,67,70,65,65,67,69
"dtime.20156","2006-4-19 21:00:00",58,56,61,60,67,60,62,58,57,61,57
"dtime.20157","2006-4-19 22:00:00",56,54,57,56,65,59,57,55,53,58,54
"dtime.20158","2006-4-19 23:00:00",56,52,53,53,63,57,56,50,52,56,51
"dtime.20159","2006-4-19 24:00:00",56,49,56,53,61,55,53,49,48,53,47
"dtime.20160","2006-4-20 1:00:00",55,48,56,52,61,55,50,47,47,53,45
"dtime.20161","2006-4-20 2:00:00",53,47,51,48,58,53,50,47,50,51,45
"dtime.20162","2006-4-20 3:00:00",54,45,52,49,56,51,49,46,46,50,44
"dtime.20163","2006-4-20 4:00:00",52,44,51,49,54,50,48,46,45,49,43
"dtime.20164","2006-4-20 5:00:00",54,42,51,48,54,51,48,44,43,48,40
"dtime.20165","2006-4-20 6:00:00",52,42,47,49,54,51,46,45,43,47,38
"dtime.20166","2006-4-20 7:00:00",54,41,50,48,54,50,47,45,43,48,38
"dtime.20167","2006-4-20 8:00:00",61,48,54,56,60,56,54,54,53,55,45
"dtime.20168","2006-4-20 9:00:00",65,57,63,65,65,63,63,65,61,64,54
"dtime.20169","2006-4-20 10:00:00",67,64,67,71,70,70,71,69,67,70,61
"dtime.20170","2006-4-20 11:00:00",69,70,71,74,74,73,74,74,71,73,68
"dtime.20171","2006-4-20 12:00:00",71,74,74,78,76,78,76,78,73,78,72
"dtime.20172","2006-4-20 13:00:00",71,77,75,79,78,80,79,80,75,80,76
"dtime.20173","2006-4-20 14:00:00",74,78,78,82,80,81,81,81,78,81,78
"dtime.20174","2006-4-20 15:00:00",76,80,79,82,81,82,82,83,80,82,80
"dtime.20175","2006-4-20 16:00:00",78,80,79,84,82,83,84,82,81,83,80
"dtime.20176","2006-4-20 17:00:00",77,81,79,83,82,83,82,83,80,83,81
"dtime.20177","2006-4-20 18:00:00",75,80,78,83,80,82,81,83,80,82,81
"dtime.20178","2006-4-20 19:00:00",72,78,75,78,75,78,79,77,77,79,77
"dtime.20179","2006-4-20 20:00:00",65,71,69,67,67,70,72,67,68,70,71
"dtime.20180","2006-4-20 21:00:00",64,64,66,63,61,64,64,61,61,65,64
"dtime.20181","2006-4-20 22:00:00",60,61,57,62,61,62,61,57,58,62,61
"dtime.20182","2006-4-20 23:00:00",59,60,53,63,58,62,59,58,55,60,60
"dtime.20183","2006-4-20 24:00:00",60,64,54,61,56,63,57,64,55,62,60
"dtime.20184","2006-4-21 1:00:00",59,62,59,60,59,61,57,62,55,62,59
"dtime.20185","2006-4-21 2:00:00",59,59,60,61,60,58,57,62,54,60,59
"dtime.20186","2006-4-21 3:00:00",60,61,58,59,60,61,57,62,54,63,59
"dtime.20187","2006-4-21 4:00:00",60,60,59,60,60,61,58,61,55,62,59
"dtime.20188","2006-4-21 5:00:00",61,58,57,61,59,60,58,63,55,63,59
"dtime.20189","2006-4-21 6:00:00",62,60,53,61,56,61,59,63,56,63,60
"dtime.20190","2006-4-21 7:00:00",62,59,50,62,57,61,59,64,56,63,60
"dtime.20191","2006-4-21 8:00:00",64,59,58,62,60,62,61,64,59,63,59
"dtime.20192","2006-4-21 9:00:00",65,61,62,64,64,63,61,66,60,64,64
"dtime.20193","2006-4-21 10:00:00",69,63,66,66,65,65,63,69,63,65,67
"dtime.20194","2006-4-21 11:00:00",74,65,68,69,67,68,62,70,62,67,69
"dtime.20195","2006-4-21 12:00:00",74,70,68,71,62,74,63,71,62,72,71
"dtime.20196","2006-4-21 13:00:00",71,73,66,75,59,78,64,75,64,76,72
"dtime.20197","2006-4-21 14:00:00",70,70,61,77,58,77,64,77,65,77,71
"dtime.20198","2006-4-21 15:00:00",65,69,59,80,57,73,65,78,64,73,71
"dtime.20199","2006-4-21 16:00:00",66,70,57,78,56,71,65,73,63,71,71
"dtime.20200","2006-4-21 17:00:00",65,65,56,70,55,70,65,67,63,70,66
"dtime.20201","2006-4-21 18:00:00",63,65,54,69,53,68,64,68,63,70,64
"dtime.20202","2006-4-21 19:00:00",60,65,54,68,53,67,63,67,61,68,64
"dtime.20203","2006-4-21 20:00:00",60,64,53,65,53,66,61,66,60,67,63
"dtime.20204","2006-4-21 21:00:00",60,62,53,65,53,64,61,64,60,64,62
"dtime.20205","2006-4-21 22:00:00",58,62,54,64,53,63,61,64,59,64,63
"dtime.20206","2006-4-21 23:00:00",60,62,54,63,53,63,61,63,59,64,63
"dtime.20207","2006-4-21 24:00:00",60,62,54,63,53,62,60,63,57,63,64
"dtime.20208","2006-4-22 1:00:00",60,63,54,63,54,63,59,62,57,63,64
"dtime.20209","2006-4-22 2:00:00",59,62,55,62,54,62,59,62,57,63,62
"dtime.20210","2006-4-22 3:00:00",59,61,55,62,53,63,58,61,57,63,61
"dtime.20211","2006-4-22 4:00:00",60,62,55,63,54,63,60,58,58,61,62
"dtime.20212","2006-4-22 5:00:00",62,61,55,62,55,63,60,61,57,63,61
